"","web_url","snippet","lead_paragraph","abstract","pub_date"
"34","https://www.nytimes.com/2019/06/06/opinion/trump-trade-war.html","History shows that big businesses profit most when tariffs reign.","America is entering a new era of tariffs. President Trump is in no hurry to resolve the trade dispute with China, he is adamant about imposing tariffs on Mexico, and farmers and companies are trying to figure how to withstand them for months or years, not weeks. ","History shows that big businesses profit most when tariffs reign.","2019-06-06T15:08:25+0000"
"35","https://www.nytimes.com/2019/07/14/business/china-economy-growth-gdp-trade-war.html","Rising tariffs on Chinese goods sold to the U.S. are taking an increasing toll, but the country is also suffering from cracks in its financial system.","BEIJING — China’s growth fell to its slowest pace in nearly three decades, officials disclosed on Monday, as a resurgence of trade tensions with the United States and lingering financial problems take an increasing toll on one of the world’s most vital economic engines.","Rising tariffs on Chinese goods sold to the U.S. are taking an increasing toll, but the country is also suffering from cracks in its financial system.","2019-07-15T02:01:30+0000"
"36","https://www.nytimes.com/2019/08/14/business/german-economy.html","The German economy shrank in the second quarter and may be headed toward recession. Growth of Chinese factories was the slowest in 17 years.","FRANKFURT — In ominous signs of the damage being done by the trade war between China and the United States, data released on Wednesday indicated that the German economy was hurtling toward recession and that growth at Chinese factories was slowing at a pace not seen in nearly two decades.","The German economy shrank in the second quarter and may be headed toward recession. Growth of Chinese factories was the slowest in 17 years.","2019-08-14T12:12:20+0000"
"37","https://www.nytimes.com/2019/08/07/business/stock-market-bond-yields.html","A rush to safer investments pushed government bond yields to lows not seen since 2016.","Trade war worries slammed financial markets again on Wednesday, provoking a rush to the safety of government bonds and another tumble in share prices. ","A rush to safer investments pushed government bond yields to lows not seen since 2016.","2019-08-07T14:09:24+0000"
"38","https://www.nytimes.com/2019/08/28/reader-center/trump-trade-war-china-farmers.html","We would like to hear about the impact that the dispute has had on you and your family.","More than a year after President Trump began a trade war with China, farmers in the United States continue to deal with its fallout. ","We would like to hear about the impact that the dispute has had on you and your family.","2019-08-28T19:52:05+0000"
"39","https://www.nytimes.com/2019/07/21/us/politics/china-investment-trade-war.html","Tougher regulations and uncertainty about tariffs have made America less friendly for foreign investment.","WASHINGTON — Growing distrust between the United States and China has slowed the once steady flow of Chinese cash into America, with Chinese investment plummeting by nearly 90 percent since President Trump took office.","Tougher regulations and uncertainty about tariffs have made America less friendly for foreign investment.","2019-07-21T09:00:06+0000"
"40","https://www.nytimes.com/2019/05/13/opinion/letters/us-china-trade.html","Readers debate how the battle over tariffs will affect the U.S. economy.","To the Editor:","Readers debate how the battle over tariffs will affect the U.S. economy.","2019-05-13T18:58:12+0000"
"41","https://www.nytimes.com/2019/07/05/business/economy/fed-powell-monetary-policy.html","A report by Federal Reserve officials said that United States economic activity increased at a “solid pace” in early 2019, but that risks still loomed.","WASHINGTON — Federal Reserve officials worry that the uncertainty caused by the trade war between the United States and China could be constraining business spending and may be contributing to a manufacturing slowdown that is dragging on growth.","A report by Federal Reserve officials said that United States economic activity increased at a “solid pace” in early 2019, but that risks still loomed.","2019-07-05T17:46:59+0000"
"42","https://www.nytimes.com/2019/05/30/business/economy/trump-tariff-manufacturer.html","With no end in sight to the tariff duel with China, American companies are shifting supply chains and making other moves for the long haul.","PORTLAND, Ore. — When the Trump administration first imposed tariffs on $34 billion in Chinese imports in July, Andy LaFrazia figured it was just another curveball for his company.","With no end in sight to the tariff duel with China, American companies are shifting supply chains and making other moves for the long haul.","2019-05-30T16:35:37+0000"
"43","https://www.nytimes.com/reuters/2019/10/09/business/09reuters-oecd-tax-france.html","The trade war between the United States and China could cut global growth by 0.5 points next year, French Finance Minister Bruno Le Maire said on Wednesday.","LUXEMBOURG — The trade war between the United States and China could cut global growth by 0.5 points next year, French Finance Minister Bruno Le Maire said on Wednesday.","The trade war between the United States and China could cut global growth by 0.5 points next year, French Finance Minister Bruno Le Maire said on Wednesday.","2019-10-09T14:55:08+0000"
"44","https://www.nytimes.com/2019/06/17/business/trump-tariffs-trade-war-china.html","The Trump administration’s tariffs made that washing machine cost more, but gas is cheaper because the markets are jittery about the trade war.","Since the start of the Trump administration’s trade war last year, economists and executives have repeatedly warned that consumers will ultimately end up footing the bill for tariffs through higher prices. ","The Trump administration’s tariffs made that washing machine cost more, but gas is cheaper because the markets are jittery about the trade war.","2019-06-17T13:55:16+0000"
"45","https://www.nytimes.com/2019/08/27/business/china-yuan.html","There’s evidence that the government has been trying to prop up the renminbi, not weaken it drastically.","China’s currency weakened by 0.15 percent against the dollar on Tuesday. It was a decline that — on its own — seems unremarkable. ","There’s evidence that the government has been trying to prop up the renminbi, not weaken it drastically.","2019-08-27T23:04:48+0000"
"46","https://www.nytimes.com/reuters/2019/10/15/business/15reuters-britain-boe-kohn.html","The escalation of trade conflict between the United States and China is ""very worrisome"" for the global outlook and it remains to be seen if it will tip the world economy into recession, Bank of England policymaker Donald Kohn said on Tuesday.","LONDON — The escalation of trade conflict between the United States and China is ""very worrisome"" for the global outlook and it remains to be seen if it will tip the world economy into recession, Bank of England policymaker Donald Kohn said on Tuesday.","The escalation of trade conflict between the United States and China is ""very worrisome"" for the global outlook and it remains to be seen if it will tip the world economy into recession, Bank of England policymaker Donald Kohn said on Tuesday.","2019-10-15T12:55:11+0000"
"47","https://www.nytimes.com/reuters/2019/10/08/business/08reuters-usa-trade-china.html","The United States on Tuesday imposed visa restrictions on Chinese officials for the detention or abuse of Muslim minorities, angering Beijing, but a U.S. official said high-level trade talks would still take place on Thursday and Friday as planned...","WASHINGTON — The United States on Tuesday imposed visa restrictions on Chinese officials for the detention or abuse of Muslim minorities, angering Beijing, but a U.S. official said high-level trade talks would still take place on Thursday and Friday as planned.","The United States on Tuesday imposed visa restrictions on Chinese officials for the detention or abuse of Muslim minorities, angering Beijing, but a U.S. official said high-level trade talks would still take place on Thursday and Friday as planned.","2019-10-08T06:01:15+0000"
"48","https://www.nytimes.com/2019/08/03/business/the-week-in-business-interest-rates-china-trade.html","Plus, where should police departments draw the line with facial recognition surveillance?","It’s August, which means most people aren’t paying attention to the news — so you get extra Brownie points when you do. Read up on the top stories in business and tech, and feel superior heading into Monday.","Plus, where should police departments draw the line with facial recognition surveillance?","2019-08-03T20:13:10+0000"
"49","https://www.nytimes.com/2019/07/29/business/dealbook/us-china-trade-war.html","Officials from the two countries are meeting this week to continue working on a truce. But neither side seems eager for a speedy resolution.","Good Monday. On the agenda: The Fed is expected to cut interest rates this week for the first time since the 2008 financial crisis. (Was this email forwarded to you? Sign up here.)","Officials from the two countries are meeting this week to continue working on a truce. But neither side seems eager for a speedy resolution.","2019-07-29T10:24:02+0000"
"50","https://www.nytimes.com/2019/05/15/business/dealbook/trade-war-tariffs.html","Tariffs first looked like a temporary bargaining tool. Now they’re starting to look like the new normal.","Good Wednesday. (Want this by email? Sign up here.)","Tariffs first looked like a temporary bargaining tool. Now they’re starting to look like the new normal.","2019-05-15T10:06:52+0000"
"51","https://www.nytimes.com/2019/08/05/briefing/hong-kong-trade-war-shootings.html","Here’s what you need to know.","(Want to get this briefing by email? Here’s the sign-up.)","Here’s what you need to know.","2019-08-06T03:28:12+0000"
"52","https://www.nytimes.com/2019/07/16/business/dealbook/tarrifs-trade-war.html","President Trump says his fight with Beijing is hurting China’s economy but generating billions for the U.S. That’s not entirely true.","Good Tuesday. (Want this by email? Sign up here.)","President Trump says his fight with Beijing is hurting China’s economy but generating billions for the U.S. That’s not entirely true.","2019-07-16T10:22:53+0000"
"53","https://www.nytimes.com/2019/05/29/opinion/trump-china-trade-war.html","The president’s tough rhetoric plays into Chinese economic nationalism.","When President Trump tweeted on May 5 that the China trade deal was off, the historical echoes in Beijing were loud and clear.  Almost exactly 100 years earlier, China’s “May Fourth Movement” of 1919 was a direct response to the actions of President Woodrow Wilson at the end of World War I. Wilson had promised China, an American ally, that German colonies in Shandong would be returned to Chinese sovereignty, but instead handed them to Japan. China exploded with anti-American, nationalist sentiment. One of the eventual consequences was the establishment of the Chinese Communist Party, which for the last 70 years has ruled the country.","The president’s tough rhetoric plays into Chinese economic nationalism.","2019-05-29T10:00:04+0000"
"54","https://www.nytimes.com/2019/05/17/business/china-trade-influence.html","Beijing once could count on allies in business and politics to help get its way. Now many of its old allies are staying on the sidelines.","China usually gets its way. In Washington, on Wall Street and in corporate boardrooms, Beijing has used the country’s size and promise for decades to quell opposition and reward those who helped its rise.","Beijing once could count on allies in business and politics to help get its way. Now many of its old allies are staying on the sidelines.","2019-05-17T09:00:18+0000"
"55","https://www.nytimes.com/paidpost/china-daily/us-ports-brace-themselves-for-the-turbulence-of-a-trade-war.html","Fears voiced over blue-collar jobs. ","Some seaports on the West Coast of the United States are bracing to bear the brunt of the U.S.-China trade war.","Fears voiced over blue-collar jobs. ","2019-06-04T11:30:22+0000"
"56","https://www.nytimes.com/2019/08/15/business/economy/trump-economy.html","White House advisers discount warnings of a possible recession. But the president may be gambling that the Federal Reserve can ward off that prospect.","WASHINGTON — Against the backdrop of mounting evidence that the global economy is weakening, President Trump is caught between his desire to pursue the trade war with China he promised to win and his need to keep the economy humming as the 2020 election approaches.","White House advisers discount warnings of a possible recession. But the president may be gambling that the Federal Reserve can ward off that prospect.","2019-08-16T00:08:06+0000"
"57","https://www.nytimes.com/2019/08/15/business/stock-market-today.html","Beijing first vowed to retaliate against new tariffs, even after Trump postponed some of them, but then appeared to soften its stance.","Stocks swerved up and down on Thursday before ending with a modest gain after China sent conflicting signals about how it would respond to President Trump’s threats of new tariffs and investors took some solace in upbeat economic and earnings data.","Beijing first vowed to retaliate against new tariffs, even after Trump postponed some of them, but then appeared to soften its stance.","2019-08-15T08:05:33+0000"
"58","https://www.nytimes.com/2019/08/26/world/asia/trump-g7-meeting.html","At the Group of 7 meeting in France, President Trump changed his approach to the trade war with China time and again, leaving much of the world off balance. “It’s the way I negotiate,” he said.","BIARRITZ, France — Remember when President Xi Jinping of China was the “enemy”? That was so Friday. As of Monday, according to President Trump, Mr. Xi was “a great leader” and a “brilliant man.”","At the Group of 7 meeting in France, President Trump changed his approach to the trade war with China time and again, leaving much of the world off balance. “It’s the way I negotiate,” he said.","2019-08-26T23:04:39+0000"
"59","https://www.nytimes.com/2019/05/22/us/politics/irs-trump-tax-returns.html","The Treasury secretary spoke to the chief financial officer of Walmart about steering its supply chain away from China.","WASHINGTON — Treasury Secretary Steven Mnuchin said on Wednesday that he was personally questioning some of America’s largest companies about their plans for weathering the Trump administration’s trade war with China, including encouraging firms to reorient their supply chains and source their products elsewhere.","The Treasury secretary spoke to the chief financial officer of Walmart about steering its supply chain away from China.","2019-05-22T13:59:14+0000"
"60","https://www.nytimes.com/2019/08/14/upshot/global-economic-trouble-is-brewing-and-the-trade-war-is-only-part-of-it.html","A clear signal from the bond market that investors are pessimistic about the economy’s longer-term prospects.","In a span of less than 24 hours, developments in Washington and Wall Street have sent a vivid message: The world is ambling toward an economic morass of the sort that no mere presidential tweet can fix.","A clear signal from the bond market that investors are pessimistic about the economy’s longer-term prospects.","2019-08-14T15:09:37+0000"
"61","https://www.nytimes.com/2019/05/21/world/asia/xi-jinping-china-trade.html","The Chinese leader invoked a time of hardship before success in Communist Party history, at a time when the economy and consumers face other challenges.","BEIJING — President Xi Jinping of China has called for the Chinese people to begin a modern “long march,” invoking a time of hardship from the country’s history as it braces for a protracted trade war with the United States.","The Chinese leader invoked a time of hardship before success in Communist Party history, at a time when the economy and consumers face other challenges.","2019-05-22T03:13:42+0000"
"62","https://www.nytimes.com/2019/05/30/business/dealbook/us-europe-trade.html","The focus has been on China, but Europe may soon find itself in a fight with President Trump on tariffs.","Good Thursday. (Want this by email? Sign up here.)","The focus has been on China, but Europe may soon find itself in a fight with President Trump on tariffs.","2019-05-30T10:44:31+0000"
"63","https://www.nytimes.com/2019/06/12/business/trade-war-us-china-tourism.html","The number of Chinese tourists is falling. And that’s especially painful to businesses they favor, because they tend to spend more than other visitors.","A new battlefront has opened in the trade war between the United States and China: the $1.6 trillion American travel industry.","The number of Chinese tourists is falling. And that’s especially painful to businesses they favor, because they tend to spend more than other visitors.","2019-06-12T07:00:09+0000"
"64","https://www.nytimes.com/2019/05/15/technology/alibaba-earnings.html","The e-commerce firm became a giant by catering to China’s emerging middle class. But these are anxious times for Chinese consumers and businesses.","One of the world’s leading internet giants appears to be feeling the effects of China’s economic slowdown and the  trade war with the United States.","The e-commerce firm became a giant by catering to China’s emerging middle class. But these are anxious times for Chinese consumers and businesses.","2019-05-15T12:07:12+0000"
